	EWsiteHyd_index	Sample	MG_name	Index	Location	Pl_Sp	EWcoastGroup	SALTgroup	LU	Depth	EW.no	iTag_name.x	Site_indx	Salinity.x	Bulk_dens	H2O_FPS	CO2_mg_m2_h	CO2_soilC_mg_g_d	CH4_ug_m2_h	CH4_CO2	CH4_soilC_ug_g_d	pH	Cl	SO4	Corg_LOI	C	N	P	NO3_N	NH4_N	Olsen_P	CN	CP	NP	NP_ext	NO3_NH4	C_g_m2	N_g_m2	P_g_m2	Fe	Mn	Cu	Zn	Salinity.y	CO2_mg_m2_h	CH4_ug_m2_h	Cl_pw	SO4_pw	DOC_mg_L	NO2_pw	NO3_pw	NH3_pw	PO4_pw	Fe_pw	Mn_pw	Co_pw	Cu_pw	Zn_pw	Ca_pw	Sr_pw	Mg_pw	Na_pw	K_pw	Al_pw	Si_pw	Br_pw	F_pw
118	119	Goodyear_PhragB_D1	NA	58	Goodyear	Phrag	SF_Rest	Poly	Restored	d1	58	s058_Goodyear_PhragB_D1	118	18.6	0.409883934	87.50186795	1.852840068	0.007752029	3.299217673	0.178062734	0.013803474	5.79	532.33	1609.1	9.33	8.97	0.652	0.131	0.17	4.64	18.6	16.68783549	183.6658763	11.00597357	81.28088082	0.036637931	5736.32565	400.866487	80.54219294	36970	227	48	86	18.65	1.852840068	3.299217673	8277.032	1243.086	10.64	1.656	NA	4.916666667	NA	118.49	730	0.79	61.24	67.43	189506.01	4119.32	461627.57	5192199.52	134150.92	21.64	14296.43	25.534	0.302
119	120	Goodyear_PhragB_D2	NA	143	Goodyear	Phrag	SF_Rest	Poly	Restored	d2	143	s143_Goodyear_PhragB_D2	119	18.6	0.67842858	60.64740333	1.852840068	0.009646185	3.299217673	0.178062734	0.01717626	6.55	313.58	743.7	4.53	3.98	0.279	0.062	0.235	4.58	13.4	18.93476679	188.4189762	9.950953095	171.9642857	0.051310044	4609.922199	283.9223606	63.09385791	36970	227	48	86	18.65	1.852840068	3.299217673	8277.032	1243.086	10.64	1.656	NA	4.916666667	NA	118.49	730	0.79	61.24	67.43	189506.01	4119.32	461627.57	5192199.52	134150.92	21.64	14296.43	25.534	0.302
120	121	Goodyear_PhragC_D1	NA	59	Goodyear	Phrag	SF_Rest	Poly	Restored	d1	59	s059_Goodyear_PhragC_D1	120	18.9	0.344500746	90.36903635	4.849115011	0.017945211	1.945438045	0.040119445	0.007199519	5.83	489	1387.9	12.55	12.11	0.892	0.177	0.13	5.06	9.5	16.40759143	182.8473146	11.144068	64.90956701	0.0256917	6485.226549	460.9419985	91.46494814	41570	318	68	124	18.92	4.849115011	1.945438045	6204.648	1006.52	11.97	2.27	NA	5.376	NA	80.58	403.15	0.58	44.5	48.81	139987.4	2805.2	317386.59	3341494.39	97398.66	16.75	14257.77	17.63	0.462
121	122	Goodyear_PhragC_D2	Goodyear_PhragC_D2	144	Goodyear	Phrag	SF_Rest	Poly	Restored	d2	144	s144_Goodyear_PhragC_D2	121	18.9	0.60786907	64.03220393	4.849115011	0.02333378	1.945438045	0.040119445	0.009361383	6.08	348.24	752.6	5.47	4.92	0.369	0.129	0.33	9.17	67.1	17.28729017	109.3492335	6.325412045	163.0228629	0.035986914	4987.565723	336.4555305	117.6226651	41570	318	68	124	18.92	4.849115011	1.945438045	6204.648	1006.52	11.97	2.27	NA	5.376	NA	80.58	403.15	0.58	44.5	48.81	139987.4	2805.2	317386.59	3341494.39	97398.66	16.75	14257.77	17.63	0.462
122	123	White_CordA_D1	NA	60	WhiteSlough	Cord	SF_Rest	Poly	Restored	d1	60	s060_White_CordA_D1	122	19.97586006	0.437821388	79.20139707	1.919742264	0.024878078	2.412674682	0.12567701	0.031266025	7.19	544.97	1287.6	2.82	2.47	0.286	0.062	0.44	18.31	10.5	11.49870777	117.2939322	10.20061858	669.4593372	0.024030584	1851.984469	187.8253752	40.71738904	51170	521	50	121	19.98	1.919742264	2.412674682	6120.566	1243.236	4.329	3.62	NA	0.413	NA	7.92	551.86	19.49	56.11	111.64	117818.46	2448.69	258346.62	4152958.51	84890.92	15.25	12419.23	15.618	0.202
123	124	White_CordA_D2	White_CordA_D2	145	WhiteSlough	Cord	SF_Rest	Poly	Restored	d2	145	s145_White_CordA_D2	123	19.97586006	0.462418095	76.74172635	1.919742264	0.018763974	2.412674682	0.12567701	0.023582002	6.64	550.44	1593.3	3.54	2.49	0.257	0.085	0.585	14.41	8.7	16.06334919	107.3995504	6.685999857	390.6260504	0.040596808	2455.440083	178.2621755	58.95830707	51170	521	50	121	19.98	1.919742264	2.412674682	6120.566	1243.236	4.329	3.62	NA	0.413	NA	7.92	551.86	19.49	56.11	111.64	117818.46	2448.69	258346.62	4152958.51	84890.92	15.25	12419.23	15.618	0.202
124	125	White_CordB_D1	NA	61	WhiteSlough	Cord	SF_Rest	Poly	Restored	d1	61	s061_White_CordB_D1	124	21.84992309	0.453809247	77.6026111	0.765682913	0.009341094	0.196761199	0.025697478	0.002400426	7.15	517.89	1163.3	2.89	2.57	0.293	0.06	0.18	26.93	11.1	11.50260441	124.2123331	10.79862688	1000.213905	0.006683996	1967.263086	199.4491641	40.84283224	53090	578	48	113	21.85	0.765682913	0.196761199	8939.202	1432.118	5.707	2.93	NA	3.422	NA	53.69	788.54	1.4	76.79	74.62	179104.4	3946.55	446978.29	5843914.03	143230.16	14.9	19873.65	25.716	0.342
125	126	White_CordB_D2	White_CordB_D2	146	WhiteSlough	Cord	SF_Rest	Poly	Restored	d2	146	s146_White_CordB_D2	125	21.84992309	0.484555131	74.5280227	0.765682913	0.007638318	0.196761199	0.025697478	0.001962855	6.97	469.56	1289.1	3.31	2.44	0.261	0.1	0.47	19.75	8.1	14.78949852	85.35837149	5.771552795	447.6058685	0.023797468	2405.816226	189.7033338	72.68326967	53090	578	48	113	21.85	0.765682913	0.196761199	8939.202	1432.118	5.707	2.93	NA	3.422	NA	53.69	788.54	1.4	76.79	74.62	179104.4	3946.55	446978.29	5843914.03	143230.16	14.9	19873.65	25.716	0.342
126	127	White_CordC_D1	NA	62	WhiteSlough	Cord	SF_Rest	Poly	Restored	d1	62	s062_White_CordC_D1	126	22.45830664	0.516751119	74.97957419	0.60201823	0.006071693	0.166058825	0.027583687	0.001674797	7.04	483.58	1334.8	3.07	2.7	0.301	0.058	0.23	21.5	9.1	11.89427134	136.498698	11.47600338	829.3662405	0.010697674	2379.638905	233.3131304	44.95734739	52780	510	50	116	22.46	0.60201823	0.166058825	7886.958	1243.684	6.284	1.966	NA	0.027666667	NA	10.42	58.29	0.78	64.61	66.47	168095.28	3640.36	422158.39	5085561.01	130431.28	15.63	11679.67	23.608	0.466
127	128	White_CordC_D2	NA	147	WhiteSlough	Cord	SF_Rest	Poly	Restored	d2	147	s147_White_CordC_D2	127	22.45830664	0.488887088	77.76597729	0.60201823	0.005324997	0.166058825	0.027583687	0.00146883	6.82	486.89	1422.5	3.7	3.02	0.275	0.091	0.7	20.89	7.4	15.69043528	104.8524201	6.682569233	525.2013946	0.033508856	2713.323341	201.665924	66.73308758	52780	510	50	116	22.46	0.60201823	0.166058825	7886.958	1243.684	6.284	1.966	NA	0.027666667	NA	10.42	58.29	0.78	64.61	66.47	168095.28	3640.36	422158.39	5085561.01	130431.28	15.63	11679.67	23.608	0.466
128	129	White_ThreeSqA_D1	White_ThreeSqA_D1	63	WhiteSlough	ThreeSq	SF_Rest	Poly	Restored	d1	63	s063_White_ThreeSqA_D1	128	21.5	0.382992757	81.01310975	0.710523546	0.005984477	-0.089985596	-0.012664689	-0.000757915	6.63	579.27	1080.1	4.96	4.41	0.363	0.078	0.28	21	18.6	15.93459439	163.9854065	10.29115662	603.9370059	0.013333333	2849.466115	208.5395564	44.81015262	47670	297	58	127	21.49	0.710523546	-0.089985596	10575.312	1563.594	8.599	4.4	NA	0.040666667	NA	22.54	854.15	5.24	91.7	153.19	247188.98	5673.12	635628.29	6596228.75	195228.97	15.23	13001.4	33.758	0.33
129	130	White_ThreeSqA_D2	White_ThreeSqA_D2	148	WhiteSlough	ThreeSq	SF_Rest	Poly	Restored	d2	148	s148_White_ThreeSqA_D2	129	21.5	0.466511427	72.66124277	0.710523546	0.005141121	-0.089985596	-0.012664689	-0.000651107	6.34	524.44	1138.1	4.74	3.64	0.275	0.057	0.4	13.63	13.2	20.10071979	214.4478088	10.66866316	544.875695	0.029347029	3316.896248	192.4359638	39.88672703	47670	297	58	127	21.49	0.710523546	-0.089985596	10575.312	1563.594	8.599	4.4	NA	0.040666667	NA	22.54	854.15	5.24	91.7	153.19	247188.98	5673.12	635628.29	6596228.75	195228.97	15.23	13001.4	33.758	0.33
130	131	White_ThreeSqB_D1	White_ThreeSqB_D1	64	WhiteSlough	ThreeSq	SF_Rest	Poly	Restored	d1	64	s064_White_ThreeSqB_D1	130	20.38545416	0.471155432	79.5391429	1.107905743	0.007871014	4.311355646	0.389144625	0.030629629	6.66	499.83	984.3	4.78	4.44	0.343	0.078	0.22	11.22	21	16.25173523	158.0343232	9.724150745	324.7619048	0.019607843	3378.184451	242.40947	55.1251856	47480	305	60	133	20.39	1.107905743	4.311355646	9013.912	1299.446	6.359	0.596	NA	3.433333333	NA	13.2	9.44	0.78	73.49	77.14	208062.21	4584.07	525304.96	5663846.11	169865.76	15.84	12385.42	28.658	0.514
131	132	White_ThreeSqB_D2	White_ThreeSqB_D2	149	WhiteSlough	ThreeSq	SF_Rest	Poly	Restored	d2	149	s149_White_ThreeSqB_D2	131	20.38545416	0.510418385	75.61284762	1.107905743	0.008002151	4.311355646	0.389144625	0.031139942	6.35	489.78	1076.3	4.34	3.7	0.281	0.058	0.43	11.9	8.3	18.0114788	192.9655861	10.71347824	470.5975953	0.036134454	3322.823687	215.1413493	44.40639951	47480	305	60	133	20.39	1.107905743	4.311355646	9013.912	1299.446	6.359	0.596	NA	3.433333333	NA	13.2	9.44	0.78	73.49	77.14	208062.21	4584.07	525304.96	5663846.11	169865.76	15.84	12385.42	28.658	0.514
132	133	White_ThreeSqC_D1	White_ThreeSqC_D1	65	WhiteSlough	ThreeSq	SF_Rest	Poly	Restored	d1	65	s065_White_ThreeSqC_D1	132	21.03522434	0.459756511	80.67903507	1.000972947	0.007287634	0.030212925	0.003018356	0.000219967	6.58	570.24	1007.1	4.78	4.26	0.348	0.087	0.16	11.09	17.7	16.01823329	141.685945	8.84529164	286.2515786	0.014427412	3296.454182	239.9928986	59.99822464	37810	342	54	123	21.04	1.000972947	0.030212925	11794.1475	1629.863	11.07	NA	9.1365	NA	NA	15.79	5.86	0.97	103.62	91.22	249845.61	5710.88	660953.38	6990584.43	207439.61	16.89	13282.24	46.01	0.5885
133	134	White_ThreeSqC_D2	White_ThreeSqC_D2	150	WhiteSlough	ThreeSq	SF_Rest	Poly	Restored	d2	150	s150_White_ThreeSqC_D2	133	21.03522434	0.515484573	75.10622888	1.000972947	0.005785653	0.030212925	0.003018356	0.000174632	6.31	475.34	933.9	5.37	4.53	0.297	0.079	0.28	20.49	13.7	21.08549486	175.2933018	8.313454484	582.1609403	0.013665203	4152.228232	229.6483771	61.08492185	37810	342	54	123	21.04	1.000972947	0.030212925	11794.1475	1629.863	11.07	NA	9.1365	NA	NA	15.79	5.86	0.97	103.62	91.22	249845.61	5710.88	660953.38	6990584.43	207439.61	16.89	13282.24	46.01	0.5885
134	135	Tolay_CordA_D1	NA	66	Tolay	Cord	SF_Rest	Poly	Restored	d1	66	s066_Tolay_CordA_D1	134	25.34747986	0.538245705	76.501266	1.850363592	0.026192514	0.045849964	0.002477889	0.000649022	7.06	568.44	1087	2.1	1.58	0.188	0.081	0.61	24.92	22	13.0264899	66.85784944	5.132453174	697.7187861	0.024478331	1695.473969	151.7852887	65.39685311	47710	270	51	122	25.35	1.850363592	0.045849964	11632.506	2124.212	6.888	1.196	NA	0.792	NA	14.88	54.79	0.83	127.05	2724.16	234031.33	5681.26	591710.92	7348680.43	192960.75	15.89	7867.03	35.564	NA
135	136	Tolay_CordA_D2	Tolay_CordA_D2	151	Tolay	Cord	SF_Rest	Poly	Restored	d2	151	s151_Tolay_CordA_D2	135	25.34747986	0.639899857	66.33585076	1.850363592	0.020115795	0.045849964	0.002477889	0.000498447	6.9	547.55	1056.9	2.3	1.41	0.151	0.09	0.2	6.76	17.6	17.76302187	65.90273731	3.710108438	171.1911663	0.029585799	2207.654507	144.9373176	86.3864807	47710	270	51	122	25.35	1.850363592	0.045849964	11632.506	2124.212	6.888	1.196	NA	0.792	NA	14.88	54.79	0.83	127.05	2724.16	234031.33	5681.26	591710.92	7348680.43	192960.75	15.89	7867.03	35.564	NA
136	137	Tolay_CordB_D1	NA	67	Tolay	Cord	SF_Rest	Poly	Restored	d1	67	s067_Tolay_CordB_D1	136	29.12979454	0.50028601	76.62608511	2.211227723	0.033357941	0.617662027	0.02793299	0.00931787	7.05	768.83	1360.9	2.12	1.6	0.183	0.088	0.55	39.84	25.3	13.5098564	62.12570295	4.598546506	1016.028293	0.013805221	1590.909513	137.3285098	66.03775335	48940	309	50	120	29.13	2.211227723	0.617662027	11562.39	2118.392	5.655	0.456	NA	NA	NA	13.68	17.77	0.71	129.05	538.96	223730.52	5301.61	488957.81	7708580.3	156036.16	15.84	6489.77	30.896	0.41
137	138	Tolay_CordB_D2	Tolay_CordB_D2	152	Tolay	Cord	SF_Rest	Poly	Restored	d2	152	s152_Tolay_CordB_D2	137	29.12979454	0.664937102	60.16097592	2.211227723	0.022641491	0.617662027	0.02793299	0.006324446	6.91	472.45	921.6	2.35	1.45	0.154	0.099	0.37	8.53	23.1	17.79561917	61.21400501	3.439835638	199.0074948	0.043376319	2343.903285	153.6004706	98.74315968	48940	309	50	120	29.13	2.211227723	0.617662027	11562.39	2118.392	5.655	0.456	NA	NA	NA	13.68	17.77	0.71	129.05	538.96	223730.52	5301.61	488957.81	7708580.3	156036.16	15.84	6489.77	30.896	0.41
138	139	Tolay_CordC_D1	NA	68	Tolay	Cord	SF_Rest	Poly	Restored	d1	68	s068_Tolay_CordC_D1	138	28.00479011	0.518017666	74.85291951	1.657167157	0.024490375	0.006664788	0.00040218	9.85E-05	7.02	736.33	1436.6	2.09	1.54	0.178	0.081	0.17	20.42	18.8	13.69279939	66.53947873	4.859450345	562.7117041	0.008325171	1623.985384	138.3107169	62.93914646	47560	323	52	121	28	1.657167157	0.006664788	12888.824	2163.952	5.602	2.348	NA	NA	NA	15.91	783.02	6.47	142.54	456.44	253428.03	6038.14	635682.72	8259069.38	197738.82	16.57	7260.41	37.966	NA
139	140	Tolay_CordC_D2	Tolay_CordC_D2	153	Tolay	Cord	SF_Rest	Poly	Restored	d2	153	s153_Tolay_CordC_D2	139	28.00479011	0.652271634	61.42752278	1.657167157	0.014263068	0.006664788	0.00040218	5.74E-05	6.81	443.56	886.7	2.85	1.87	0.182	0.082	0.285	7.66	27.8	18.26162556	89.62912046	4.908058166	214.5426829	0.037206266	2788.461234	178.070156	80.22941093	47560	323	52	121	28	1.657167157	0.006664788	12888.824	2163.952	5.602	2.348	NA	NA	NA	15.91	783.02	6.47	142.54	456.44	253428.03	6038.14	635682.72	8259069.38	197738.82	16.57	7260.41	37.966	NA
140	141	China_Bullhead_CordA_D1	NA	69	ChinaCamp	Cord	SF_Ref	Poly	Ref	d1	69	s069_China_Bullhead_CordA_D1	140	24.97284088	0.51139124	77.3511373	0.483647676	0.005667409	1.705024998	0.352534517	0.019979572	7.15	786.88	1596	2.67	2.39	0.236	0.061	0.34	12.58	10.3	13.19365793	112.8754652	8.555282078	468.8644437	0.027027027	2048.121916	181.032499	46.79229846	47140	373	60	132	0.01	0.483647676	1.705024998	9645.535	1266.0585	12.28	NA	NA	4.136	NA	148.12	1978.66	1	99.85	58.97	213072.87	4739.8	515041.84	6095911.29	176404	18.45	21382.2	35.9275	0.5245
141	142	China_Bullhead_CordA_D2	China_Bullhead_CordA_D2	154	ChinaCamp	Cord	SF_Ref	Poly	Ref	d2	154	s154_China_Bullhead_CordA_D2	141	24.97284088	0.562787344	72.21152685	0.483647676	0.004032277	1.705024998	0.352534517	0.014215169	7.06	576.44	1462.9	3.41	2.6	0.212	0.05	0.38	19.73	11.1	18.75791138	175.8743485	9.376009138	890.3416435	0.01926001	2878.657267	178.9663755	42.20905084	47140	373	60	132	0.01	0.483647676	1.705024998	9645.535	1266.0585	12.28	NA	NA	4.136	NA	148.12	1978.66	1	99.85	58.97	213072.87	4739.8	515041.84	6095911.29	176404	18.45	21382.2	35.9275	0.5245
142	143	China_Bullhead_CordB_D1	NA	70	ChinaCamp	Cord	SF_Ref	Poly	Ref	d1	70	s070_China_Bullhead_CordB_D1	142	20.28476003	0.537438052	69.23973066	0.689605841	0.008019597	1.797594063	0.260669785	0.020904666	7.29	546.77	1276.1	2.56	2.19	0.214	0.057	0.26	16.14	14.3	13.95057646	115.8199136	8.302159697	636.9181324	0.016109046	2063.762118	172.5176145	45.9509534	44950	374	58	128	29.82	0.689605841	1.797594063	11402.776	1679.37	9.169	0.98	NA	2.61	NA	240.08	2544.84	4.81	114.59	123.62	255904.71	6830.37	650939.34	7463149.32	206130.31	19.91	13700.17	35.05	0.588
143	144	China_Bullhead_CordB_D2	China_Bullhead_CordB_D2	155	ChinaCamp	Cord	SF_Ref	Poly	Ref	d2	155	s155_China_Bullhead_CordB_D2	143	20.28476003	0.586631466	64.32038923	0.689605841	0.006106676	1.797594063	0.260669785	0.015918258	7.04	466.67	1376.3	3.08	2.34	0.193	0.049	0.27	14.95	13.3	18.6105569	162.0961737	8.709904523	687.5957648	0.018060201	2710.237372	169.8298094	43.11741274	44950	374	58	128	29.82	0.689605841	1.797594063	11402.776	1679.37	9.169	0.98	NA	2.61	NA	240.08	2544.84	4.81	114.59	123.62	255904.71	6830.37	650939.34	7463149.32	206130.31	19.91	13700.17	35.05	0.588
144	145	China_Bullhead_CordC_D1	NA	71	ChinaCamp	Cord	SF_Ref	Poly	Ref	d1	71	s071_China_Bullhead_CordC_D1	144	18.07462544	0.532977604	71.52135059	0.48348597	0.005924188	2.110978239	0.436616235	0.025865966	7.2	631.62	1575.1	2.45	2.22	0.218	0.054	0.27	13.47	11.2	13.10616262	117.0012365	8.927192488	563.2582915	0.020044543	1958.692694	174.2836765	43.17118591	48560	388	60	128	29.86	0.48348597	2.110978239	11725.18	1857.096	11.58	2.11	NA	7.003333333	NA	1008.47	4450.29	0.98	130.45	73.84	210408.99	5788.25	757020.56	7512607.13	231716.12	38.45	15655.92	35.03	0.498
145	146	China_Bullhead_CordC_D2	China_Bullhead_CordC_D2	156	ChinaCamp	Cord	SF_Ref	Poly	Ref	d2	156	s156_China_Bullhead_CordC_D2	145	18.07462544	0.525488457	72.27026526	0.48348597	0.003957289	2.110978239	0.436616235	0.017278165	7.03	590.88	1403	3.72	2.6	0.205	0.05	0.35	17	12.5	21.16191865	191.8629257	9.066423931	768.1465696	0.020588235	2932.225591	161.5877006	39.41163429	48560	388	60	128	29.86	0.48348597	2.110978239	11725.18	1857.096	11.58	2.11	NA	7.003333333	NA	1008.47	4450.29	0.98	130.45	73.84	210408.99	5788.25	757020.56	7512607.13	231716.12	38.45	15655.92	35.03	0.498
146	147	China_Galinas_CordA_D1	NA	72	ChinaCamp	Cord	SF_Ref	Poly	Ref	d1	72	s072_China_Galinas_CordA_D1	146	30.72885644	0.514787054	78.84713106	0.930590017	0.008481963	-0.064458332	-0.006926609	-0.000587512	7.04	662.31	1502.7	3.41	3.1	0.334	0.07	0.3	14.69	15.5	11.9062192	125.6245347	10.55116931	474.0435191	0.020422056	2633.135781	257.9083141	54.05264067	47020	299	54	136	30.73	0.930590017	-0.064458332	13175.474	1901.394	7.381	1.586	NA	1.647333333	NA	62.3	1103.05	3.09	139.56	108.36	276394.59	7410.65	672088.03	8608200.09	203630.08	22.45	10618.07	38.618	NA
147	148	China_Galinas_CordA_D2	China_Galinas_CordA_D2	157	ChinaCamp	Cord	SF_Ref	Poly	Ref	d2	157	s157_China_Galinas_CordA_D2	147	30.72885644	0.552581547	75.0676818	0.930590017	0.006944648	-0.064458332	-0.006926609	-0.000481029	6.38	686.2	1907.7	3.88	2.77	0.272	0.058	0.23	7.59	14.7	16.63522898	172.5130125	10.37034192	298.4649793	0.03030303	3216.024601	225.453271	48.07459455	47020	299	54	136	30.73	0.930590017	-0.064458332	13175.474	1901.394	7.381	1.586	NA	1.647333333	NA	62.3	1103.05	3.09	139.56	108.36	276394.59	7410.65	672088.03	8608200.09	203630.08	22.45	10618.07	38.618	NA
148	149	China_Galinas_CordB_D1	NA	73	ChinaCamp	Cord	SF_Ref	Poly	Ref	d1	73	s073_China_Galinas_CordB_D1	148	30.81435389	0.506967504	79.62908608	0.520913362	0.004907503	3.198531375	0.614023676	0.030133229	6.96	687.59	1528.4	3.35	3.02	0.328	0.073	0.28	14.98	17.9	11.9106901	118.3423186	9.935807048	462.7498579	0.018691589	2547.511707	249.4280119	55.51294167	49940	301	56	137	30.81	0.520913362	3.198531375	11509.446	1732.124	8.569	1.532	NA	4.752	NA	47.16	1237.93	2.85	116.34	97.93	251809.29	6772.63	651909.55	7338005.06	200320.03	14.93	12553.38	36.056	0.544
149	150	China_Galinas_CordB_D2	China_Galinas_CordB_D2	158	ChinaCamp	Cord	SF_Ref	Poly	Ref	d2	158	s158_China_Galinas_CordB_D2	149	30.81435389	0.547368513	75.58898515	0.520913362	0.003516558	3.198531375	0.614023676	0.021592498	6.5	625.54	1614.4	4.33	2.96	0.283	0.058	0.34	7.82	18.4	17.84298139	192.520965	10.78973075	311.4417176	0.043478261	3555.158493	232.3579338	47.62106064	49940	301	56	137	30.81	0.520913362	3.198531375	11509.446	1732.124	8.569	1.532	NA	4.752	NA	47.16	1237.93	2.85	116.34	97.93	251809.29	6772.63	651909.55	7338005.06	200320.03	14.93	12553.38	36.056	0.544
150	151	China_Galinas_CordC_D1	NA	74	ChinaCamp	Cord	SF_Ref	Poly	Ref	d1	74	s074_China_Galinas_CordC_D1	150	29.14433041	0.449844405	70.65679469	1.030480052	0.010748376	2.575811157	0.249962253	0.026866884	7.07	662.31	1359.9	3.41	3.09	0.332	0.072	0.29	15.25	18	11.97794341	122.1349642	10.19665564	477.9166667	0.019016393	2300.954131	224.0225136	48.58319572	49750	341	56	134	29.14	1.030480052	2.575811157	12448.286	2200.058	8.981	1.362	NA	6.25	NA	191.32	1800.65	1.89	118.34	90.04	248350.94	6463.22	642138.31	7940544.42	208054.68	20.18	11034.85	36.75	0.656
151	152	China_Galinas_CordC_D2	China_Galinas_CordC_D2	159	ChinaCamp	Cord	SF_Ref	Poly	Ref	d2	159	s159_China_Galinas_CordC_D2	151	29.14433041	0.463721353	69.26909987	1.030480052	0.008465511	2.575811157	0.249962253	0.021160582	6.74	657.32	1604.8	4.2	2.78	0.279	0.06	0.285	7.54	14.7	17.55541291	180.5161935	10.28265153	288.7797619	0.037798408	2921.444524	194.0673862	41.73492177	49750	341	56	134	29.14	1.030480052	2.575811157	12448.286	2200.058	8.981	1.362	NA	6.25	NA	191.32	1800.65	1.89	118.34	90.04	248350.94	6463.22	642138.31	7940544.42	208054.68	20.18	11034.85	36.75	0.656
152	153	China_Galinas_PWA_D1	China_Galinas_PWA_D1	75	ChinaCamp	PW	SF_Ref	Poly	Ref	d1	75	s075_China_Galinas_PWA_D1	152	61.50274977	0.351329086	86.01505206	2.25845063	0.009861255	0.500025545	0.022140203	0.002183302	6.13	1149.76	2369.1	10.43	9.87	0.757	0.1	1.03	69.08	20.1	16.06772502	268.9691283	16.73971443	1552.010259	0.014910249	5496.543549	398.934177	52.69936288	38130	191	52	99	61.5	2.25845063	0.500025545	NA	5070.942	15.57	0.694	NA	0.693333333	NA	416.85	431.91	20.79	212.79	334.03	568069.78	15846.44	1749490.16	16184608.04	404339.54	37.94	6938.78	81.966	0.704
153	154	China_Galinas_PWA_D2	China_Galinas_PWA_D2	160	ChinaCamp	PW	SF_Ref	Poly	Ref	d2	160	s160_China_Galinas_PWA_D2	153	61.50274977	0.408268627	80.32109791	2.25845063	0.011676572	0.500025545	0.022140203	0.002585217	5.68	1388.13	2837.7	7.58	6.28	0.457	0.112	0.265	19.47	13.2	19.34278334	174.5296871	9.022987231	390.1690051	0.013610683	4642.014294	279.8681441	68.5891294	38130	191	52	99	61.5	2.25845063	0.500025545	NA	5070.942	15.57	0.694	NA	0.693333333	NA	416.85	431.91	20.79	212.79	334.03	568069.78	15846.44	1749490.16	16184608.04	404339.54	37.94	6938.78	81.966	0.704
154	155	China_Galinas_PWB_D1	China_Galinas_PWB_D1	76	ChinaCamp	PW	SF_Ref	Poly	Ref	d1	76	s076_China_Galinas_PWB_D1	154	48.11356023	0.353605199	82.11629042	1.536420203	0.006665413	19.85664728	1.292396913	0.086143587	5.71	1259.89	2757.9	10.43	10.16	0.781	0.099	0.39	42.81	21.7	15.5739665	271.6859882	17.44488073	965.9689636	0.009110021	5532.15334	414.2484907	52.51037207	31450	189	52	97	48.11	1.536420203	19.85664728	18692.84	3813.266	15.3	2.982	NA	1.969666667	NA	2871.87	352.48	7.41	231.49	200.53	379273.66	9582.11	876722.56	12121732.57	253851.85	19.77	6094.47	52.58	0.634
155	156	China_Galinas_PWB_D2	China_Galinas_PWB_D2	161	ChinaCamp	PW	SF_Ref	Poly	Ref	d2	161	s161_China_Galinas_PWB_D2	155	48.11356023	0.400595923	77.41721801	1.536420203	0.00739342	19.85664728	1.292396913	0.095552331	5.58	1417.01	2823.6	8.3	6.93	0.483	0.072	0.11	12.5	22.9	20.03996337	297.278652	14.83429119	387.7012585	0.0088	4987.419244	290.2317464	43.26435971	31450	189	52	97	48.11	1.536420203	19.85664728	18692.84	3813.266	15.3	2.982	NA	1.969666667	NA	2871.87	352.48	7.41	231.49	200.53	379273.66	9582.11	876722.56	12121732.57	253851.85	19.77	6094.47	52.58	0.634
156	157	China_Galinas_PWC_D1	China_Galinas_PWC_D1	77	ChinaCamp	PW	SF_Ref	Poly	Ref	d1	77	s077_China_Galinas_PWC_D1	156	48.12376313	0.342426546	85.06973086	3.108217596	0.012773312	0.707808657	0.022772172	0.00290876	5.5	1346.55	2913.5	11.37	11.62	0.869	0.079	0.29	15.12	10.5	15.25831758	371.1517396	24.32455201	431.8074869	0.019179894	5840.084748	446.3530032	40.57754574	32690	184	51	99	48.12	3.108217596	0.707808657	19777.566	3523.592	16.25	0.754	NA	1.581666667	NA	912.73	291.63	5.58	250.03	199.15	400638.71	10326.56	1108156.21	12031093.8	315717.22	18.54	16142.97	63.678	NA
157	158	China_Galinas_PWC_D2	China_Galinas_PWC_D2	162	ChinaCamp	PW	SF_Ref	Poly	Ref	d2	162	s162_China_Galinas_PWC_D2	157	48.12376313	0.434297083	75.88267717	3.108217596	0.014813749	0.707808657	0.022772172	0.003373412	5.69	1307.25	2803.1	7.73	5.99	0.443	0.091	0.42	11.54	15.2	20.3489371	219.0565425	10.76501153	290.9406521	0.036395147	5035.67468	288.5904118	59.28155186	32690	184	51	99	48.12	3.108217596	0.707808657	19777.566	3523.592	16.25	0.754	NA	1.581666667	NA	912.73	291.63	5.58	250.03	199.15	400638.71	10326.56	1108156.21	12031093.8	315717.22	18.54	16142.97	63.678	NA
158	159	Muzzi_CordA_D1	NA	78	Muzzi	Cord	SF_Rest	Poly	Restored	d1	78	s078_Muzzi_CordA_D1	158	41.32871182	0.444980131	69.30764695	4.488007208	0.033068393	1.385220611	0.030864937	0.010206539	6.06	844.66	1568.9	4.88	4.33	0.409	0.078	0.35	9.03	15.6	13.91433566	161.3404806	11.59527013	266.2820513	0.03875969	3257.254556	272.9953101	52.06267528	44490	249	50	122	41.33	4.488007208	1.385220611	15447.556	2480.732	10.97	3.458	NA	NA	NA	28.14	1192.25	28.04	177.14	167.6	319674.2	8280.83	891355.7	9375631.3	238731.89	17.49	12500.82	48.612	NA
