	EWsiteHyd_index	Sample	MG_name	Index	Location	Pl_Sp	EWcoastGroup	SALTgroup	LU	Depth	EW.no	iTag_name.x	Site_indx	Salinity.x	Bulk_dens	H2O_FPS	CO2_mg_m2_h	CH4_ug_m2_h	CH4_CO2	pH	Cl	SO4	C	N	P	NO3_N	NH4_N	Olsen_P	CN	CP	NP	NP_ext	NO3_NH4	Fe	Mn	Cu	Zn	Cl_pw	SO4_pw	DOC_mg_L	Na_pw	K_pw	Ca_pw	Mn_pw	Mg_pw	Fe_pw	Cu_pw	Zn_pw
147	148	China_Galinas_CordA_D2	China_Galinas_CordA_D2	157.0	ChinaCamp	Cord	SF_Ref	Poly	Ref	d2	157.0	s157_China_Galinas_CordA_D2	147	30.72885644	0.5525815465972855	75.06768180189542	0.930590017	-0.06445833200000001	-0.006926609013902629	6.38	686.2	1907.7	2.77	0.272	0.057999999999999996	0.23	7.59	14.7	16.635228981276967	172.513012497165	10.370341922634744	298.4649793329936	0.030303030303030304	47020.0	299.0	54.0	136.0	13175.473999999998	1901.394	7.381	8608200.09	203630.08	276394.59	1103.05	672088.03	62.3	139.56	108.36
148	149	China_Galinas_CordB_D1	NA	73.0	ChinaCamp	Cord	SF_Ref	Poly	Ref	d1	73.0	s073_China_Galinas_CordB_D1	148	30.81435389	0.5069675038357172	79.62908607805225	0.520913362	3.198531375	0.6140236761674774	6.96	687.59	1528.4	3.02	0.32799999999999996	0.073	0.28	14.98	17.9	11.910690099116461	118.34231862801566	9.935807047552546	462.74985794773846	0.01869158878504673	NA	NA	NA	NA	11509.446000000002	1732.124	8.568999999999999	7338005.06	200320.03	251809.29	1237.93	651909.55	47.16	116.34	97.93
149	150	China_Galinas_CordB_D2	China_Galinas_CordB_D2	158.0	ChinaCamp	Cord	SF_Ref	Poly	Ref	d2	158.0	s158_China_Galinas_CordB_D2	149	30.81435389	0.5473685131388207	75.5889851477419	0.520913362	3.198531375	0.6140236761674774	6.5	625.54	1614.4	2.96	0.28300000000000003	0.057999999999999996	0.34	7.82	18.4	17.84298138955663	192.52096497750628	10.789730750388355	311.4417175648629	0.043478260869565216	49940.0	301.0	56.0	137.0	11509.446000000002	1732.124	8.568999999999999	7338005.06	200320.03	251809.29	1237.93	651909.55	47.16	116.34	97.93
150	151	China_Galinas_CordC_D1	NA	74.0	ChinaCamp	Cord	SF_Ref	Poly	Ref	d1	74.0	s074_China_Galinas_CordC_D1	150	29.14433041	0.4498444048119744	70.65679468897595	1.030480052	2.575811157	0.24996225322370433	7.07	662.31	1359.9	3.09	0.332	0.07200000000000001	NA	15.25	18.0	11.977943411310717	122.1349642457377	10.19665564043375	NA	NA	NA	NA	NA	NA	12448.286	2200.058	8.981	7940544.42	208054.68	248350.94	1800.65	642138.31	191.32	118.34	90.04
151	152	China_Galinas_CordC_D2	China_Galinas_CordC_D2	159.0	ChinaCamp	Cord	SF_Ref	Poly	Ref	d2	159.0	s159_China_Galinas_CordC_D2	151	29.14433041	0.4637213530323952	69.26909986693386	1.030480052	2.575811157	0.24996225322370433	6.74	657.32	1604.8	2.78	0.27899999999999997	0.06	NA	7.54	14.7	17.55541291450579	180.5161934893015	10.282651531377168	NA	NA	49750.0	341.0	56.0	134.0	12448.286	2200.058	8.981	7940544.42	208054.68	248350.94	1800.65	642138.31	191.32	118.34	90.04
152	153	China_Galinas_PWA_D1	China_Galinas_PWA_D1	75.0	ChinaCamp	PW	SF_Ref	Poly	Ref	d1	75.0	s075_China_Galinas_PWA_D1	152	61.50274977	0.35132908589795536	86.01505206467182	2.25845063	0.500025545	0.022140202595440396	6.13	1149.76	2369.1	9.87	0.757	0.1	1.03	69.08	20.1	16.06772501692911	268.9691282990592	16.739714428500037	1552.0102591561363	0.014910248986682108	NA	NA	NA	NA	NA	5070.942	15.57	16184608.04	404339.54	568069.78	431.91	1749490.16	416.85	212.79	334.03
153	154	China_Galinas_PWA_D2	China_Galinas_PWA_D2	160.0	ChinaCamp	PW	SF_Ref	Poly	Ref	d2	160.0	s160_China_Galinas_PWA_D2	153	61.50274977	0.408268627405555	80.32109791391187	2.25845063	0.500025545	0.022140202595440396	5.68	1388.13	2837.7	6.28	0.457	0.11199999999999999	NA	19.47	13.2	19.342783338467818	174.52968707256446	9.02298723087436	NA	NA	38130.0	191.0	52.0	99.0	NA	5070.942	15.57	16184608.04	404339.54	568069.78	431.91	1749490.16	416.85	212.79	334.03
154	155	China_Galinas_PWB_D1	China_Galinas_PWB_D1	76.0	ChinaCamp	PW	SF_Ref	Poly	Ref	d1	76.0	s076_China_Galinas_PWB_D1	154	48.11356023	0.3536051990981301	82.11629042179172	1.536420203	19.85664728	1.2923969133722724	5.71	1259.89	2757.9	10.16	0.7809999999999999	0.099	0.39	42.81	21.7	15.573966501684172	271.68598818086787	17.444880734236055	965.968963570163	0.009110021023125438	NA	NA	NA	NA	18692.84	3813.2659999999996	15.3	12121732.57	253851.85	379273.66	352.48	876722.56	2871.87	231.49	200.53
155	156	China_Galinas_PWB_D2	China_Galinas_PWB_D2	161.0	ChinaCamp	PW	SF_Ref	Poly	Ref	d2	161.0	s161_China_Galinas_PWB_D2	155	48.11356023	0.40059592323077203	77.41721800852753	1.536420203	19.85664728	1.2923969133722724	5.58	1417.01	2823.6	6.93	0.483	0.07200000000000001	0.11	12.5	22.9	20.039963366913664	297.27865197642905	14.834291187739462	387.7012584977352	0.0088	31450.0	189.0	52.0	97.0	18692.84	3813.2659999999996	15.3	12121732.57	253851.85	379273.66	352.48	876722.56	2871.87	231.49	200.53
156	157	China_Galinas_PWC_D1	China_Galinas_PWC_D1	77.0	ChinaCamp	PW	SF_Ref	Poly	Ref	d1	77.0	s077_China_Galinas_PWC_D1	156	48.12376313	0.3424265463650135	85.06973085653469	3.1082175960000002	0.7078086570000001	0.022772171996931195	5.5	1346.55	2913.5	11.62	0.8690000000000001	0.079	0.29	15.12	10.5	15.258317581725764	371.1517395973522	24.324552009709432	431.8074868533184	0.01917989417989418	NA	NA	NA	NA	19777.566000000003	3523.592	16.25	12031093.8	315717.22	400638.71	291.63	1108156.21	912.73	250.03	199.15
157	158	China_Galinas_PWC_D2	China_Galinas_PWC_D2	162.0	ChinaCamp	PW	SF_Ref	Poly	Ref	d2	162.0	s162_China_Galinas_PWC_D2	157	48.12376313	0.4342970831946511	75.88267717357094	3.1082175960000002	0.7078086570000001	0.022772171996931195	5.69	1307.25	2803.1	5.99	0.44299999999999995	0.091	0.42	11.54	15.2	20.348937101111044	219.05654249172696	10.765011528772506	290.94065212291815	0.036395147313691506	32690.0	184.0	51.0	99.0	19777.566000000003	3523.592	16.25	12031093.8	315717.22	400638.71	291.63	1108156.21	912.73	250.03	199.15
158	159	Muzzi_CordA_D1	NA	78.0	Muzzi	Cord	SF_Rest	Poly	Restored	d1	78.0	s078_Muzzi_CordA_D1	158	41.32871182	0.4449801306341814	69.30764694532392	4.488007208	1.385220611	0.030864937305154168	6.06	844.66	1568.9	4.33	0.409	0.078	NA	9.03	15.6	13.914335656862223	161.34048062780062	11.595270130502515	NA	NA	NA	NA	NA	NA	15447.556	2480.732	10.97	9375631.3	238731.89	319674.2	1192.25	891355.7	28.14	177.14	167.6
159	160	Muzzi_CordA_D2	Muzzi_CordA_D2	163.0	Muzzi	Cord	SF_Rest	Poly	Restored	d2	163.0	s163_Muzzi_CordA_D2	159	41.32871182	0.4791218286368041	65.89347714506165	4.488007208	1.385220611	0.030864937305154168	6.07	804.63	1502.9	3.58	0.276	0.096	0.4	6.58	28.5	19.85887936058613	126.25388532733885	6.3575533661740575	160.9529015254278	0.060790273556231005	44490.0	249.0	50.0	122.0	15447.556	2480.732	10.97	9375631.3	238731.89	319674.2	1192.25	891355.7	28.14	177.14	167.6
160	161	Muzzi_CordB_D1	NA	79.0	Muzzi	Cord	SF_Rest	Poly	Restored	d1	79.0	s079_Muzzi_CordB_D1	160	42.11668911	0.40401009303103436	73.40465070563863	3.1855265760000004	0.410961481	0.012900896325782212	6.14	904.23	1639.5	5.07	0.449	0.08800000000000001	0.23	10.7	17.3	14.88244350622175	167.91522543728854	11.282772574751583	274.9489784328615	0.02149532710280374	NA	NA	NA	NA	15133.864	2496.072	12.19	9702837.32	241967.81	270779.58	649.88	977874.28	83.79	136.26	138.42
161	162	Muzzi_CordB_D2	Muzzi_CordB_D2	164.0	Muzzi	Cord	SF_Rest	Poly	Restored	d2	164.0	s164_Muzzi_CordB_D2	161	42.11668911	0.4973307342382029	64.07258658492178	3.1855265760000004	0.410961481	0.012900896325782212	5.83	951.95	1777.8	3.83	0.284	0.091	NA	6.87	29.6	19.874352266291115	137.15830086157288	6.90127149925822	NA	NA	46940.0	281.0	53.0	124.0	15133.864	2496.072	12.19	9702837.32	241967.81	270779.58	649.88	977874.28	83.79	136.26	138.42
162	163	Muzzi_CordC_D1	NA	80.0	Muzzi	Cord	SF_Rest	Poly	Restored	d1	80.0	s080_Muzzi_CordC_D1	162	41.66949307	0.43310395933972085	76.00198955906396	7.07025282	2.6176660480000002	0.03702365551335405	6.21	859.1	1545.5	4.79	0.447	0.085	NA	11.27	18.2	13.566311418112816	157.7620514528349	11.628956950096379	NA	NA	NA	NA	NA	NA	16306.086000000001	2590.766	9.587	10473672.71	191959.01	293733.41	1145.55	728880.8	25.34	202.23	158.27
163	164	Muzzi_CordC_D2	Muzzi_CordC_D2	165.0	Muzzi	Cord	SF_Rest	Poly	Restored	d2	165.0	s165_Muzzi_CordC_D2	163	41.66949307	0.46173893185804954	73.13849230723109	7.07025282	2.6176660480000002	0.03702365551335405	5.87	1003.94	1729.2	3.9	0.305	0.06	0.1	5.51	14.5	18.888308667874124	212.32142758027368	11.240891459032389	206.97897479831514	0.018148820326678767	49480.0	294.0	59.0	130.0	16306.086000000001	2590.766	9.587	10473672.71	191959.01	293733.41	1145.55	728880.8	25.34	202.23	158.27
164	165	Muzzi_PWA_D1	Muzzi_PWA_D1	81.0	Muzzi	PW	SF_Rest	Poly	Restored	d1	81.0	s081_Muzzi_PWA_D1	164	41.67	0.5042692083484133	74.39219014248869	2.226712315	-0.012722211	-0.0005713450684355694	6.02	952.98	1736.8	5.05	0.434	0.087	NA	13.43	11.7	15.584907383285753	171.92018427552526	11.031197045155585	NA	NA	NA	NA	NA	NA	14607.41	2672.388	7.251	9586920.7	194894.65	278539.01	408.0	648753.53	26.49	175.26	190.06
165	166	Muzzi_PWA_D2	Muzzi_PWA_D2	166.0	Muzzi	PW	SF_Rest	Poly	Restored	d2	166.0	s166_Muzzi_PWA_D2	165	41.67	0.5067655905679599	74.14255192053402	2.226712315	-0.012722211	-0.0005713450684355694	5.8	949.06	1745.2	4.74	0.332	0.064	0.36	8.17	11.1	20.97018245323313	240.55394534177006	11.471237595487972	295.0418875383736	0.04406364749082007	39570.0	293.0	56.0	132.0	14607.41	2672.388	7.251	9586920.7	194894.65	278539.01	408.0	648753.53	26.49	175.26	190.06
166	167	Muzzi_PWB_D1	Muzzi_PWB_D1	82.0	Muzzi	PW	SF_Rest	Poly	Restored	d1	82.0	s082_Muzzi_PWB_D1	166	33.82	0.5512232209778264	73.36793920241	1.8865492130000001	0.18963374300000002	0.010051884238866129	5.91	1173.23	2192.2	5.16	0.42100000000000004	0.086	NA	19.49	14.8	15.706048157360106	170.02106596085375	10.825197036033481	NA	NA	NA	NA	NA	NA	18169.916	2721.05	13.52	10889971.84	316477.84	365142.42	480.16	1037196.19	33.46	224.18	200.93
167	168	Muzzi_PWB_D2	Muzzi_PWB_D2	167.0	Muzzi	PW	SF_Rest	Poly	Restored	d2	167.0	s167_Muzzi_PWB_D2	167	33.82	0.5627873444948438	72.21152685070827	1.8865492130000001	0.18963374300000002	0.010051884238866129	5.58	998.17	1874.5	3.58	0.289	0.07	0.29	5.91	8.6	20.942835272972097	191.1998049407091	9.129604585462369	196.06870034370567	0.049069373942470386	41950.0	317.0	57.0	134.0	18169.916	2721.05	13.52	10889971.84	316477.84	365142.42	480.16	1037196.19	33.46	224.18	200.93
168	169	Muzzi_PWC_D1	Muzzi_PWC_D1	83.0	Muzzi	PW	SF_Rest	Poly	Restored	d1	83.0	s083_Muzzi_PWC_D1	168	40.03	0.5800784625155269	68.64683988720864	3.640402049	1.2103357240000001	0.03324730916280176	5.92	1227.39	2549.3	4.19	0.38	0.092	0.24	12.58	9.5	14.853463272701779	135.66744976525143	9.133725062934372	308.47133886472915	0.019077901430842606	NA	NA	NA	NA	18759.406000000003	2930.164	7.612	11518660.57	308227.04	340013.61	654.32	1080745.43	79.04	181.53	189.15
169	170	Muzzi_PWC_D2	Muzzi_PWC_D2	168.0	Muzzi	PW	SF_Rest	Poly	Restored	d2	168.0	s168_Muzzi_PWC_D2	169	40.03	0.6041428528818916	66.24040085057217	3.640402049	1.2103357240000001	0.03324730916280176	5.69	1070.38	2041.5	3.84	0.28800000000000003	0.065	0.12	5.22	12.1	20.732106679987787	203.1303100363129	9.797861508806038	181.8622337183057	0.022988505747126436	41910.0	262.0	52.0	132.0	18759.406000000003	2930.164	7.612	11518660.57	308227.04	340013.61	654.32	1080745.43	79.04	181.53	189.15
