Domain	Phylum	Class	Order	Family	Genus	Phylum_r	Class_r	Order_r	Family_r	Genus_r
Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	AcetobacteralesOR	AcetobacteralesOR	-0.48	0.09	0.23	0.2	0.2
Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria Incertae Sedis	Unknown Family	Unknown FamilyFA	-0.48	0.09	0.31	-0.37	-0.37
Bacteria	Proteobacteria	Alphaproteobacteria	AlphaproteobacteriaCL	AlphaproteobacteriaCL	AlphaproteobacteriaCL	-0.48	0.09	-0.25	-0.25	-0.25
Bacteria	Proteobacteria	Alphaproteobacteria	AT-s3-44	AT-s3-44OR	AT-s3-44OR	-0.48	0.09	-0.08	-0.08	-0.08
Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	AzospirillaceaeFA	-0.48	0.09	0.04	-0.04	-0.26
Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	-0.48	0.09	0.04	-0.04	0.41
Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	AzospirillalesOR	AzospirillalesOR	-0.48	0.09	0.04	0.02	0.02
Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Inquilinaceae	Inquilinus	-0.48	0.09	0.04	0.18	0.18
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	-0.48	0.09	0.15	0.2	0.17
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	CaulobacteraceaeFA	-0.48	0.09	0.15	0.2	0.19
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	-0.48	0.09	0.15	0.2	0.24
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	CaulobacteralesOR	CaulobacteralesOR	-0.48	0.09	0.15	-0.34	-0.34
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Henriciella	-0.48	0.09	0.15	0.2	-0.12
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia	-0.48	0.09	0.15	0.2	0.2
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	HyphomonadaceaeFA	-0.48	0.09	0.15	0.2	0.02
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas	-0.48	0.09	0.15	0.2	0.07
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	-0.48	0.09	0.15	0.2	0.21
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Amphiplicatus	-0.48	0.09	0.15	-0.16	-0.08
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Marinicaulis	-0.48	0.09	0.15	-0.16	-0.11
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae	ParvularculaceaeFA	-0.48	0.09	0.15	-0.16	-0.18
Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	Defluviicoccaceae	Defluviicoccus	-0.48	0.09	-0.11	-0.17	-0.17
Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	DefluviicoccalesOR	DefluviicoccalesOR	-0.48	0.09	-0.11	0.23	0.23
Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	-0.48	0.09	0.13	0.13	0.13
Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	ElsteralesOR	ElsteralesOR	-0.48	0.09	0.04	0.04	0.04
Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	HolosporaceaeFA	-0.48	0.09	-0.15	-0.15	-0.15
Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Fodinicurvataceae	FodinicurvataceaeFA	-0.48	0.09	-0.2	0.01	0.01
Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	KiloniellaceaeFA	-0.48	0.09	-0.2	-0.2	-0.29
Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Limibacillus	-0.48	0.09	-0.2	-0.2	-0.28
Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Pelagibius	-0.48	0.09	-0.2	-0.2	0.21
Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	KiloniellalesOR	KiloniellalesOR	-0.48	0.09	-0.2	-0.03	-0.03
Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Kordiimonas	-0.48	0.09	-0.24	-0.14	-0.14
Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	KordiimonadalesOR	KordiimonadalesOR	-0.48	0.09	-0.24	-0.22	-0.22
Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	MicropepsaceaeFA	-0.48	0.09	0.16	0.16	0.13
Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium	-0.48	0.09	0.16	0.16	0.27
Bacteria	Proteobacteria	Alphaproteobacteria	NRL2	NRL2OR	NRL2OR	-0.48	0.09	-0.09	-0.09	-0.09
Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Cand. Captivus	-0.48	0.09	-0.26	-0.26	0.01
Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Cand. Paracaedibacter	-0.48	0.09	-0.26	-0.26	-0.29
Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculaceae	Parvibaculum	-0.48	0.09	-0.2	0.17	0.17
Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	PS1 clade	PS1 cladeFA	-0.48	0.09	-0.2	-0.31	-0.31
Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	EF100-94H03	EF100-94H03FA	-0.48	0.09	0	-0.01	-0.01
Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	PuniceispirillalesOR	PuniceispirillalesOR	-0.48	0.09	0	0.08	0.08
Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	-0.48	0.09	0.12	0.12	0.14
Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	ReyranellaceaeFA	-0.48	0.09	0.12	0.12	0.09
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	A0839FA	-0.48	0.09	0.15	0.12	0.12
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Amb-16S-1323	Amb-16S-1323FA	-0.48	0.09	0.15	0.19	0.19
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	BeijerinckiaceaeFA	-0.48	0.09	0.15	0	0.29
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	-0.48	0.09	0.15	0	0.13
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	-0.48	0.09	0.15	0	0.51
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocystis	-0.48	0.09	0.15	0	-0.05
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylosinus	-0.48	0.09	0.15	0	0.24
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Rhodoblastus	-0.48	0.09	0.15	0	0.18
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	D05-2	D05-2FA	-0.48	0.09	0.15	0.12	0.12
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Arsenicitalea	-0.48	0.09	0.15	-0.06	0.06
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	-0.48	0.09	0.15	-0.06	0.17
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	DevosiaceaeFA	-0.48	0.09	0.15	-0.06	-0.11
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Filomicrobium	-0.48	0.09	0.15	0.06	-0.35
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	HyphomicrobiaceaeFA	-0.48	0.09	0.15	0.06	0.02
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	-0.48	0.09	0.15	0.06	0.02
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	-0.48	0.09	0.15	0.06	0.46
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Kaistiaceae	Kaistia	-0.48	0.09	0.15	0.16	0.16
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	KF-JG30-B3	KF-JG30-B3FA	-0.48	0.09	0.15	0.19	0.19
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	Methyloceanibacter	-0.48	0.09	0.15	0.03	-0.07
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	MethyloligellaceaeFA	-0.48	0.09	0.15	0.03	0.09
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Pleomorphomonadaceae	Chthonobacter	-0.48	0.09	0.15	-0.05	-0.05
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	-0.48	0.09	0.15	-0.26	0.04
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aureimonas	-0.48	0.09	0.15	-0.26	-0.07
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Hoeflea	-0.48	0.09	0.15	-0.26	-0.19
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	-0.48	0.09	0.15	-0.26	0.21
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Nitratireductor	-0.48	0.09	0.15	-0.26	0.05
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Pseudahrensia	-0.48	0.09	0.15	-0.26	-0.28
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	RhizobiaceaeFA	-0.48	0.09	0.15	-0.26	-0.34
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Anderseniella	-0.48	0.09	0.15	0.3	-0.32
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Bauldia	-0.48	0.09	0.15	0.3	0.29
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Nordella	-0.48	0.09	0.15	0.3	0.1
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Rhizobiales Incertae SedisFA	-0.48	0.09	0.15	0.3	0.18
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	RhizobialesOR	RhizobialesOR	-0.48	0.09	0.15	0.03	0.03
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Tepidamorphus	-0.48	0.09	0.15	-0.06	-0.06
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	Rhodomicrobium	-0.48	0.09	0.15	0.31	0.31
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	Labrenzia	-0.48	0.09	0.15	-0.16	-0.16
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	-0.48	0.09	0.15	0.19	0.29
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	-0.48	0.09	0.15	0.19	-0.24
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudorhodoplanes	-0.48	0.09	0.15	0.19	0.34
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudoxanthobacter	-0.48	0.09	0.15	0.19	0.04
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	-0.48	0.09	0.15	0.19	-0.04
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Xanthobacter	-0.48	0.09	0.15	0.19	0.1
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	XanthobacteraceaeFA	-0.48	0.09	0.15	0.19	0.23
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Actibacterium	-0.48	0.09	-0.3	-0.3	-0.23
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus	-0.48	0.09	-0.3	-0.3	-0.06
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Boseongicola	-0.48	0.09	-0.3	-0.3	-0.28
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Falsirhodobacter	-0.48	0.09	-0.3	-0.3	0.13
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Halocynthiibacter	-0.48	0.09	-0.3	-0.3	-0.24
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Limibaculum	-0.48	0.09	-0.3	-0.3	0.37
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Nioella	-0.48	0.09	-0.3	-0.3	-0.3
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Oceanicella	-0.48	0.09	-0.3	-0.3	-0.05
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	-0.48	0.09	-0.3	-0.3	0.11
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	-0.48	0.09	-0.3	-0.3	-0.29
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudorhodobacter	-0.48	0.09	-0.3	-0.3	-0.07
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudoruegeria	-0.48	0.09	-0.3	-0.3	-0.24
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	-0.48	0.09	-0.3	-0.3	0.19
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	RhodobacteraceaeFA	-0.48	0.09	-0.3	-0.3	-0.33
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter	-0.48	0.09	-0.3	-0.3	-0.28
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseovarius	-0.48	0.09	-0.3	-0.3	-0.17
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	-0.48	0.09	-0.3	-0.3	-0.3
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thioclava	-0.48	0.09	-0.3	-0.3	-0.22
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tropicimonas	-0.48	0.09	-0.3	-0.3	-0.27
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Yoonia-Loktanella	-0.48	0.09	-0.3	-0.3	-0.26
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospira	-0.48	0.09	-0.06	-0.12	-0.1
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	MagnetospiraceaeFA	-0.48	0.09	-0.06	-0.12	-0.12
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	RhodospirillaceaeFA	-0.48	0.09	-0.06	-0.07	-0.07
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	RhodospirillalesOR	RhodospirillalesOR	-0.48	0.09	-0.06	0.43	0.43
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	AB1	AB1FA	-0.48	0.09	-0.15	-0.26	-0.26
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Cand. Megaira	-0.48	0.09	-0.15	-0.08	-0.05
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	RickettsiaceaeFA	-0.48	0.09	-0.15	-0.08	-0.12
Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Sneathiella	-0.48	0.09	-0.17	-0.17	-0.17
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter	-0.48	0.09	0.1	0.1	-0.17
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Croceicoccus	-0.48	0.09	0.1	0.1	-0.16
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055	-0.48	0.09	0.1	0.1	0.41
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	-0.48	0.09	0.1	0.1	-0.3
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	-0.48	0.09	0.1	0.1	-0.09
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Qipengyuania	-0.48	0.09	0.1	0.1	-0.02
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	-0.48	0.09	0.1	0.1	0.19
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	-0.48	0.09	0.1	0.1	-0.09
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	SphingomonadaceaeFA	-0.48	0.09	0.1	0.1	0.32
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	-0.48	0.09	0.1	0.1	0.52
Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	ThalassobaculalesOR	ThalassobaculalesOR	-0.48	0.09	0.02	0.02	0.02
Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Cand. Alysiosphaera	-0.48	0.09	0.46	0.46	0.19
Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	GeminicoccaceaeFA	-0.48	0.09	0.46	0.46	0.46
Bacteria	Proteobacteria	Alphaproteobacteria	Zavarziniales	ZavarzinialesOR	ZavarzinialesOR	-0.48	0.09	0.07	0.07	0.07
Bacteria	Proteobacteria	Gammaproteobacteria	1013-28-CG33	1013-28-CG33OR	1013-28-CG33OR	-0.48	-0.54	0.17	0.17	0.17
Bacteria	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	AcidiferrobacteraceaeFA	-0.48	-0.54	-0.32	-0.32	-0.17
Bacteria	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Sulfurifustis	-0.48	-0.54	-0.32	-0.32	-0.31
Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	ArenicellaceaeFA	-0.48	-0.54	-0.08	-0.08	-0.08
Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	Cand. Thiosymbion	-0.48	-0.54	-0.08	-0.08	0.01
Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	Thiolapillus	-0.48	-0.54	-0.08	-0.08	-0.11
Bacteria	Proteobacteria	Gammaproteobacteria	AT-s2-59	AT-s2-59OR	AT-s2-59OR	-0.48	-0.54	-0.32	-0.32	-0.32
Bacteria	Proteobacteria	Gammaproteobacteria	B2M28	B2M28OR	B2M28OR	-0.48	-0.54	-0.32	-0.32	-0.32
Bacteria	Proteobacteria	Gammaproteobacteria	BD7-8	BD7-8OR	BD7-8OR	-0.48	-0.54	-0.26	-0.26	-0.26
Bacteria	Proteobacteria	Gammaproteobacteria	BD72BR169	BD72BR169OR	BD72BR169OR	-0.48	-0.54	-0.12	-0.12	-0.12
Bacteria	Proteobacteria	Gammaproteobacteria	Beggiatoales	Beggiatoaceae	BeggiatoaceaeFA	-0.48	-0.54	-0.28	-0.28	-0.22
Bacteria	Proteobacteria	Gammaproteobacteria	Beggiatoales	Beggiatoaceae	Thioploca	-0.48	-0.54	-0.28	-0.28	-0.24
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	A21b	A21bFA	-0.48	-0.54	-0.05	-0.1	-0.1
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	-0.48	-0.54	-0.05	0.27	0.27
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	B1-7BS	B1-7BSFA	-0.48	-0.54	-0.05	-0.26	-0.26
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	BurkholderiaceaeFA	-0.48	-0.54	-0.05	-0.14	-0.14
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	BurkholderialesOR	BurkholderialesOR	-0.48	-0.54	-0.05	-0.02	-0.02
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	-0.48	-0.54	-0.05	-0.03	0.42
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	ComamonadaceaeFA	-0.48	-0.54	-0.05	-0.03	-0.15
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	-0.48	-0.54	-0.05	-0.03	0.29
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ideonella	-0.48	-0.54	-0.05	-0.03	-0.19
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans	-0.48	-0.54	-0.05	-0.03	0.16
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	-0.48	-0.54	-0.05	-0.03	0.17
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter	-0.48	-0.54	-0.05	-0.03	0.16
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	-0.48	-0.54	-0.05	-0.03	0.1
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Sphaerotilus	-0.48	-0.54	-0.05	-0.03	-0.23
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Thiomonas	-0.48	-0.54	-0.05	-0.03	-0.03
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Cand. Nitrotoga	-0.48	-0.54	-0.05	-0.03	-0.05
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Gallionella	-0.48	-0.54	-0.05	-0.03	0.21
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	GallionellaceaeFA	-0.48	-0.54	-0.05	-0.03	0.04
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Sideroxydans	-0.48	-0.54	-0.05	-0.03	0.37
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Hydrogenophilaceae	HydrogenophilaceaeFA	-0.48	-0.54	-0.05	0.32	0.18
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Hydrogenophilaceae	Thiobacillus	-0.48	-0.54	-0.05	0.32	0.32
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	MethylophilaceaeFA	-0.48	-0.54	-0.05	0.15	0.15
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylotenera	-0.48	-0.54	-0.05	0.15	0.14
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	UBA6140	-0.48	-0.54	-0.05	0.15	0.18
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	966-1	-0.48	-0.54	-0.05	-0.27	-0.27
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	DSSD61	-0.48	-0.54	-0.05	-0.27	0.13
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	-0.48	-0.54	-0.05	-0.27	-0.04
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	GOUTA6	-0.48	-0.54	-0.05	-0.27	-0.17
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	IS-44	-0.48	-0.54	-0.05	-0.27	-0.29
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	mle1-7	-0.48	-0.54	-0.05	-0.27	-0.19
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	-0.48	-0.54	-0.05	-0.27	-0.17
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	NitrosomonadaceaeFA	-0.48	-0.54	-0.05	-0.27	-0.21
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Nitrosomonas	-0.48	-0.54	-0.05	-0.27	-0.22
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	oc32	-0.48	-0.54	-0.05	-0.27	-0.37
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	[Aquaspirillum] arcticum group	-0.48	-0.54	-0.05	0.13	0.09
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	-0.48	-0.54	-0.05	0.13	0.12
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	OxalobacteraceaeFA	-0.48	-0.54	-0.05	0.13	0.09
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Cand. Accumulibacter	-0.48	-0.54	-0.05	0.22	-0.13
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Dechloromonas	-0.48	-0.54	-0.05	0.22	0.26
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Ferribacterium	-0.48	-0.54	-0.05	0.22	0.23
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Propionivibrio	-0.48	-0.54	-0.05	0.22	0.16
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	RhodocyclaceaeFA	-0.48	-0.54	-0.05	0.22	-0.21
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Sterolibacterium	-0.48	-0.54	-0.05	0.22	0.14
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Sulfuritalea	-0.48	-0.54	-0.05	0.22	0.2
