Alpha_Index	Index_EW_ d1_d2	Indx_Site_hyd_EW	Ind_site_EW	Sample	SPID	Add_Date	MG_plate	Annot_group	taxon_oid	GOLD_Analysis_Project_ID	GOLD_Sequencing_Project_ID	Location	Site	Plant	EWcoastGroup	SALTgroup	LU	Depth	Date.y	Salinity.x	Core_Weight_oz	Temp	Conductivity	CO2_uM_m2_s	CH4_uM_m2_s	CO2_mg_m2_h	CH4_ug_m2_h	CH4_ppm_s	CO2_ppm_s	D1_Read_count	iTag_name.x	latitude	longitude	Part_DM	pH	Cl	SO4	OM_LOI	Corg_LOI	N	C	NO3_N	NH4_N	Olsen_P	P	Zn	Mn	Fe	Cu	pwSampNO	PW_LABEL	Salinity.y	DOC_mg_L	NO2_pw	NO3_pw	PO4_pw	SO4_pw	Cl_pw	Br_pw	F_pw	Na_pw	Mg_pw	Ca_pw	K_pw	Sr_pw	Fe_pw	Mn_pw	Al_pw	Si_pw	Co_pw	Cu_pw	Zn_pw
19	75	121	121	China_Galinas_PWA_D1	1047926	2_22_2015	1	a	3300004003	Ga0055445	Gp0101330	ChinaCamp	China_Galinas	PickleWd	SF_Ref	Poly	Ref	d1	9/11/17	61.50274977	13.2	21.7	81280	13.80477948	0.002227892	2.25845063	0.500025545	5.47E-05	0.338834146	157888	s075_China_Galinas_PWA_D1	38.015041	-122.501831	29	6.13	1149.76	2369.1	17.98	10.43	0.757	9.87	1.03	69.08	20.1	0.1	NA	NA	NA	NA	s075	W32	61.5	15.57	0.694	NA	NA	5070.942	NA	81.966	0.704	16184608.04	1749490.16	568069.78	404339.54	15846.44	416.85	431.91	37.94	6938.78	20.79	212.79	334.03
20	160	122	122	China_Galinas_PWA_D2	1047935	2_22_2015	1	a	3300004005	Ga0055448	Gp0101333	ChinaCamp	China_Galinas	PickleWd	SF_Ref	Poly	Ref	d2	9/11/17	61.50274977	13.2	21.7	81280	13.80477948	0.002227892	2.25845063	0.500025545	5.47E-05	0.338834146	157888	s160_China_Galinas_PWA_D2	38.015041	-122.501831	33.7	5.68	1388.13	2837.7	13.07	7.58	0.457	6.28	NA	19.47	13.2	0.112	99	191	38130	52	s160	W32	61.5	15.57	0.694	NA	NA	5070.942	NA	81.966	0.704	16184608.04	1749490.16	568069.78	404339.54	15846.44	416.85	431.91	37.94	6938.78	20.79	212.79	334.03
21	76	123	123	China_Galinas_PWB_D1	1047938	2_23_2015	1	a	3300004021	Ga0055449	Gp0101334	ChinaCamp	China_Galinas	PickleWd	SF_Ref	Poly	Ref	d1	9/11/17	48.11356023	12.8	21.5	65454	9.391368495	0.088472395	1.536420203	19.85664728	0.002171528	0.230508306	192971	s076_China_Galinas_PWB_D1	38.015041	-122.501831	30.1	5.71	1259.89	2757.9	17.99	10.43	0.781	10.16	0.39	42.81	21.7	0.099	NA	NA	NA	NA	s076	W33	48.11	15.3	2.982	NA	NA	3813.266	18692.84	52.58	0.634	12121732.57	876722.56	379273.66	253851.85	9582.11	2871.87	352.48	19.77	6094.47	7.41	231.49	200.53
22	161	124	124	China_Galinas_PWB_D2	1047944	2_22_2015	1	a	3300004004	Ga0055451	Gp0101336	ChinaCamp	China_Galinas	PickleWd	SF_Ref	Poly	Ref	d2	9/11/17	48.11356023	12.8	21.5	65454	9.391368495	0.088472395	1.536420203	19.85664728	0.002171528	0.230508306	192971	s161_China_Galinas_PWB_D2	38.015041	-122.501831	34.1	5.58	1417.01	2823.6	14.31	8.3	0.483	6.93	0.11	12.5	22.9	0.072	97	189	31450	52	s161	W33	48.11	15.3	2.982	NA	NA	3813.266	18692.84	52.58	0.634	12121732.57	876722.56	379273.66	253851.85	9582.11	2871.87	352.48	19.77	6094.47	7.41	231.49	200.53
23	77	125	125	China_Galinas_PWC_D1	1047941	2_21_2015	1	a	3300004001	Ga0055450	Gp0101335	ChinaCamp	China_Galinas	PickleWd	SF_Ref	Poly	Ref	d1	9/11/17	48.12376313	13	21.3	65197	18.99898006	0.003153681	3.108217596	0.707808657	7.74E-05	0.466324232	154668	s077_China_Galinas_PWC_D1	38.015041	-122.501831	28.7	5.5	1346.55	2913.5	19.6	11.37	0.869	11.62	0.29	15.12	10.5	0.079	NA	NA	NA	NA	s077	W34	48.12	16.25	0.754	NA	NA	3523.592	19777.566	63.678	NA	12031093.8	1108156.21	400638.71	315717.22	10326.56	912.73	291.63	18.54	16142.97	5.58	250.03	199.15
13	154	126	126	China_Bullhead_CordA_D2	1047914	2_24_2015	1	a	3300004023	Ga0055441	Gp0101326	ChinaCamp	China_Bullhead	Cord	SF_Ref	Poly	Ref	d2	9/10/17	24.97284088	14	21.6	36593	2.95629642	0.007596834	0.483647676	1.705024998	0.000186462	0.072561404	131882	s154_China_Bullhead_CordA_D2	38.003361	-122.468277	43.8	7.06	576.44	1462.9	5.87	3.41	0.212	2.6	0.38	19.73	11.1	0.05	132	373	47140	60	s154	W26	0.01	12.28	NA	NA	NA	1266.0585	9645.535	35.9275	0.5245	6095911.29	515041.84	213072.87	176404	4739.8	148.12	1978.66	18.45	21382.2	1	99.85	58.97
14	155	127	127	China_Bullhead_CordB_D2	1047917	2_24_2015	1	a	3300004029	Ga0055442	Gp0101327	ChinaCamp	China_Bullhead	Cord	SF_Ref	Poly	Ref	d2	9/10/17	20.28476003	13.4	21.4	30187	4.215215701	0.00800928	0.689605841	1.797594063	0.000196585	0.103461197	155693	s155_China_Bullhead_CordB_D2	38.003361	-122.468277	47.7	7.04	466.67	1376.3	5.31	3.08	0.193	2.34	0.27	14.95	13.3	0.049	128	374	44950	58	s155	W27	29.82	9.169	0.98	NA	NA	1679.37	11402.776	35.05	0.588	7463149.32	650939.34	255904.71	206130.31	6830.37	240.08	2544.84	19.91	13700.17	4.81	114.59	123.62
15	156	128	128	China_Bullhead_CordC_D2	1047920	2_24_2015	1	a	3300004026	Ga0055443	Gp0101328	ChinaCamp	China_Bullhead	Cord	SF_Ref	Poly	Ref	d2	9/10/17	18.07462544	13.6	21.4	27180	2.955307993	0.009405581	0.48348597	2.110978239	0.000230857	0.072537143	153566	s156_China_Bullhead_CordC_D2	38.003361	-122.468277	42.1	7.03	590.88	1403	6.42	3.72	0.205	2.6	0.35	17	12.5	0.05	128	388	48560	60	s156	W28	29.86	11.58	2.11	NA	NA	1857.096	11725.18	35.03	0.498	7512607.13	757020.56	210408.99	231716.12	5788.25	1008.47	4450.29	38.45	15655.92	0.98	130.45	73.84
24	162	129	129	China_Galinas_PWC_D2	1047947	2_23_2015	1	a	3300004018	Ga0055452	Gp0101337	ChinaCamp	China_Galinas	PickleWd	SF_Ref	Poly	Ref	d2	9/11/17	48.12376313	13	21.3	65197	18.99898006	0.003153681	3.108217596	0.707808657	7.74E-05	0.466324232	154668	s162_China_Galinas_PWC_D2	38.015041	-122.501831	36.4	5.69	1307.25	2803.1	13.32	7.73	0.443	5.99	0.42	11.54	15.2	0.091	99	184	32690	51	s162	W34	48.12	16.25	0.754	NA	NA	3523.592	19777.566	63.678	NA	12031093.8	1108156.21	400638.71	315717.22	10326.56	912.73	291.63	18.54	16142.97	5.58	250.03	199.15
68	163	129	129	Muzzi_CordA_D2	1048010	2_20_2015	1	a	3300003989	Ga0055473	Gp0101358	Muzzi	Muzzi	Cord	SF_Rest	Poly	Restored	d2	9/12/17	41.32871182	12.4	19	54340	27.43294406	0.006171927	4.488007208	1.385220611	0.000151488	0.673333333	141865	s163_Muzzi_CordA_D2	37.928627	-122.504829	42.1	6.07	804.63	1502.9	8.1	4.7	0.276	3.58	0.4	6.58	28.5	0.096	122	249	44490	50	s163	W35	41.33	10.97	3.458	NA	NA	2480.732	15447.556	48.612	NA	9375631.3	891355.7	319674.2	238731.89	8280.83	28.14	1192.25	17.49	12500.82	28.04	177.14	167.6
69	164	130	130	Muzzi_CordB_D2	1048016	2_20_2015	1	a	3300003988	Ga0055475	Gp0101360	Muzzi	Muzzi	Cord	SF_Rest	Poly	Restored	d2	9/12/17	42.11668911	12.4	18.4	54545	19.47153119	0.001831062	3.185526576	0.410961481	4.49E-05	0.477922857	128847	s164_Muzzi_CordB_D2	37.928627	-122.504829	43.7	5.83	951.95	1777.8	8.35	4.84	0.284	3.83	NA	6.87	29.6	0.091	124	281	46940	53	s164	W36	42.12	12.19	3.002	NA	0.61	2496.072	15133.864	43.834	NA	9702837.32	977874.28	270779.58	241967.81	8963.62	83.79	649.88	26.05	8262.88	4.5	136.26	138.42
70	165	131	131	Muzzi_CordC_D2	1048019	2_22_2015	1	a	3300004007	Ga0055476	Gp0101361	Muzzi	Muzzi	Cord	SF_Rest	Poly	Restored	d2	9/12/17	41.66949307	13	18.5	54150	43.21692036	0.011663157	7.07025282	2.617666048	0.000286269	1.060746269	147652	s165_Muzzi_CordC_D2	37.928627	-122.504829	38.7	5.87	1003.94	1729.2	8.51	4.94	0.305	3.9	0.1	5.51	14.5	0.06	130	294	49480	59	s165	W37	41.67	9.587	1.64	NA	NA	2590.766	16306.086	43.924	NA	10473672.71	728880.8	293733.41	191959.01	7417.31	25.34	1145.55	16.54	12723.39	19.18	202.23	158.27
71	81	132	132	Muzzi_PWA_D1	1048013	2_22_2015	1	a	3300004010	Ga0055474	Gp0101359	Muzzi	Muzzi	PickleWd	SF_Rest	Poly	Restored	d1	9/12/17	41.67	13.6	NA	NA	13.61077902	-5.67E-05	2.226712315	-0.012722211	-1.39E-06	0.334072464	156315	s081_Muzzi_PWA_D1	37.926434	-122.509186	40.4	6.02	952.98	1736.8	10.01	5.8	0.434	5.05	NA	13.43	11.7	0.087	NA	NA	NA	NA	s081	W38	41.67	7.251	1.924	NA	NA	2672.388	14607.41	38.848	NA	9586920.7	648753.53	278539.01	194894.65	6837.03	26.49	408	20.12	9117.41	8.59	175.26	190.06
72	166	133	133	Muzzi_PWA_D2	1048022	2_22_2015	1	a	3300004002	Ga0055477	Gp0101362	Muzzi	Muzzi	PickleWd	SF_Rest	Poly	Restored	d2	9/12/17	41.67	13.6	NA	NA	13.61077902	-5.67E-05	2.226712315	-0.012722211	-1.39E-06	0.334072464	156315	s166_Muzzi_PWA_D2	37.926434	-122.509186	40.6	5.8	949.06	1745.2	10.28	5.97	0.332	4.74	0.36	8.17	11.1	0.064	132	293	39570	56	s166	W38	41.67	7.251	1.924	NA	NA	2672.388	14607.41	38.848	NA	9586920.7	648753.53	278539.01	194894.65	6837.03	26.49	408	20.12	9117.41	8.59	175.26	190.06
73	82	134	134	Muzzi_PWB_D1	1048025	3_20_2015	1	b	3300004056	Ga0055478	Gp0101363	Muzzi	Muzzi	PickleWd	SF_Rest	Poly	Restored	d1	9/12/17	33.82	14	NA	NA	11.53153207	0.000844924	1.886549213	0.189633743	2.07E-05	0.283037975	192072	s082_Muzzi_PWB_D1	37.926434	-122.509186	42.9	5.91	1173.23	2192.2	9.77	5.67	0.421	5.16	NA	19.49	14.8	0.086	NA	NA	NA	NA	s082	W39	33.82	13.52	1.44	NA	NA	2721.05	18169.916	60.958	NA	10889971.84	1037196.19	365142.42	316477.84	9432.1	33.46	480.16	19.66	9429.35	11.85	224.18	200.93
74	167	135	135	Muzzi_PWB_D2	1048031	3_20_2015	1	b	3300004055	Ga0055480	Gp0101365	Muzzi	Muzzi	PickleWd	SF_Rest	Poly	Restored	d2	9/12/17	33.82	14	NA	NA	11.53153207	0.000844924	1.886549213	0.189633743	2.07E-05	0.283037975	192072	s167_Muzzi_PWB_D2	37.926434	-122.509186	43.8	5.58	998.17	1874.5	8.95	5.19	0.289	3.58	0.29	5.91	8.6	0.07	134	317	41950	57	s167	W39	33.82	13.52	1.44	NA	NA	2721.05	18169.916	60.958	NA	10889971.84	1037196.19	365142.42	316477.84	9432.1	33.46	480.16	19.66	9429.35	11.85	224.18	200.93
75	83	136	136	Muzzi_PWC_D1	1048028	3_21_2015	1	b	3300004064	Ga0055479	Gp0101364	Muzzi	Muzzi	PickleWd	SF_Rest	Poly	Restored	d1	9/12/17	40.03	13.8	NA	NA	22.25195752	0.005392718	3.640402049	1.210335724	0.000132363	0.546167582	133076	s083_Muzzi_PWC_D1	37.926434	-122.509186	45.8	5.92	1227.39	2549.3	8.35	4.84	0.38	4.19	0.24	12.58	9.5	0.092	NA	NA	NA	NA	s083	W40	40.03	7.612	0.792	NA	NA	2930.164	18759.406	55.102	NA	11518660.57	1080745.43	340013.61	308227.04	10564.38	79.04	654.32	26.28	5165.55	7.93	181.53	189.15
76	168	137	137	Muzzi_PWC_D2	1048034	3_21_2015	1	b	3300004065	Ga0055481	Gp0101366	Muzzi	Muzzi	PickleWd	SF_Rest	Poly	Restored	d2	9/12/17	40.03	13.8	NA	NA	22.25195752	0.005392718	3.640402049	1.210335724	0.000132363	0.546167582	133076	s168_Muzzi_PWC_D2	37.926434	-122.509186	47.7	5.69	1070.38	2041.5	8.83	5.12	0.288	3.84	0.12	5.22	12.1	0.065	132	262	41910	52	s168	W40	40.03	7.612	0.792	NA	NA	2930.164	18759.406	55.102	NA	11518660.57	1080745.43	340013.61	308227.04	10564.38	79.04	654.32	26.28	5165.55	7.93	181.53	189.15
