"TS_tax"	"Sandmound_TuleA_D1"	"Sandmound_TuleA_D2"	"Sandmound_TuleB_D1"	"Sandmound_TuleB_D2"	"Sandmound_TuleC_D1"	"Sandmound_TuleC_D2"	"Sandmound_ThreeSqA_D1_rd"	"Sandmound_ThreeSqA_D2"	"Sandmound_ThreeSqB_D1"	"Sandmound_ThreeSqB_D2"	"Sandmound_ThreeSqC_D1"	"Sandmound_ThreeSqC_D2"	"WestPond_TuleA_D2"	"WestPond_TuleB_D1"	"WestPond_TuleB_D2"	"WestPond_TuleC_D1"	"WestPond_TuleC_D2"	"WestPond_CattailA_D1"	"WestPond_CattailA_D2"	"WestPond_CattailB_D1"	"WestPond_CattailB_D2"	"WestPond_CattailC_D2"	"WestPond_TuleA_D1"	"MayberryNE_TuleA_D1"	"MayberryNE_TuleA_D2"	"MayberryNE_TuleB_D1"	"MayberryNE_TuleB_D2"	"MayberryNE_TuleC_D1"	"MayberryNE_TuleC_D2"	"MayberryNE_CattailA_D1"	"MayberryNE_CattailA_D2"	"MayberryNE_CattailB_D1"	"MayberryNE_CattailB_D2"	"MayberryNE_CattailC_D1"	"MayberryNE_CattailC_D2"	"MayberrySE_CattailA_D1"	"MayberrySE_CattailA_D2"	"MayberrySE_CattailB_D1"	"MayberrySE_TuleA_D1"	"MayberryNW_TuleA_D1"	"MayberryNW_TuleA_D2"	"MayberryNW_TuleB_D1"	"MayberryNW_TuleB_D2"	"MayberryNW_TuleC_D1"	"MayberryNW_TuleC_D2"	"MayberryNW_CattailA_D1"	"MayberryNW_CattailA_D2"	"MayberryNW_CattailB_D1"	"MayberryNW_CattailB_D2"	"MayberryNW_CattailC_D1"	"MayberryNW_CattailC_D2"	"Browns_TuleA_D1"	"Browns_TuleA_D2"	"Browns_TuleB_D1"	"Browns_TuleB_D2"	"Browns_TuleC_D1"	"Browns_TuleC_D2"	"Browns_ThreeSqA_D1"	"Browns_ThreeSqA_D2"	"Browns_ThreeSqB_D1"	"Browns_ThreeSqB_D2"	"Browns_ThreeSqC_D1"	"Browns_ThreeSqC_D2"	"RushSE_TuleA_D1"	"RushSE_TuleA_D2"	"RushSE_TuleB_D1"	"RushSE_TuleB_D2"	"RushSE_TuleC_D1"	"RushSE_TuleC_D2"	"RushSE_CattailNLA_D1"	"RushSE_CattailNLA_D2"	"RushSE_CattailNLB_D1"	"RushSE_CattailNLB_D2"	"RushSE_CattailNLC_D1"	"RushSE_CattailNLC_D2"	"RushMan_CattailNLA_D2"	"RushMan_CattailNLB_D2"	"RushMan_CattailNLC_D1"	"RushMan_CattailNLC_D2"	"RushMan_ThreeSqA_D1"	"RushMan_ThreeSqA_D2"	"RushMan_ThreeSqB_D1"	"RushMan_ThreeSqB_D2"	"RushMan_ThreeSqC_D2"	"RushOxbow_ThreeSqA_D1"	"RushOxbow_ThreeSqA_D2"	"RushOxbow_ThreeSqB_D1"	"RushOxbow_ThreeSqB_D2"	"RushOxbow_ThreeSqC_D1"	"RushOxbow_ThreeSqC_D2"	"Joice_CattailNLA_D1"	"Joice_CattailNLA_D2"	"Joice_CattailNLB_D1"	"Joice_CattailNLB_D2"	"Joice_CattailNLC_D1"	"Joice_CattailNLC_D2"	"Joice_ThreeSqA_D1"	"Joice_ThreeSqA_D1_rd"	"Joice_ThreeSqA_D2"	"Joice_ThreeSqA_D2_rd"	"Joice_ThreeSqB_D1"	"Joice_ThreeSqC_D1"	"Joice_ThreeSqC_D2"	"Goodyear_PhragA_D2"	"Goodyear_PhragC_D2"	"White_CordA_D2"	"White_CordB_D2"	"White_ThreeSqA_D1"	"White_ThreeSqA_D2"	"White_ThreeSqB_D1"	"White_ThreeSqB_D2"	"White_ThreeSqC_D1"	"White_ThreeSqC_D2"	"Tolay_CordA_D2"	"Tolay_CordB_D2"	"Tolay_CordC_D2"	"China_Galinas_CordA_D2"	"China_Galinas_CordB_D2"	"China_Galinas_CordC_D2"	"China_Galinas_PWA_D1"	"China_Galinas_PWA_D2"	"China_Galinas_PWB_D1"	"China_Galinas_PWB_D2"	"China_Galinas_PWC_D1"	"China_Bullhead_CordA_D2"	"China_Bullhead_CordB_D2"	"China_Bullhead_CordC_D2"	"China_Galinas_PWC_D2"	"Muzzi_CordA_D2"	"Muzzi_CordB_D2"	"Muzzi_CordC_D2"	"Muzzi_PWA_D1"	"Muzzi_PWA_D2"	"Muzzi_PWB_D1"	"Muzzi_PWB_D2"	"Muzzi_PWC_D1"	"Muzzi_PWC_D2"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"species"
"1816"	"NxrB_Root; Archaea; Euryarchaeota; Archaeoglobi; Archaeoglobales"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	" Archaea"	" Euryarchaeota"	" Archaeoglobi"	" Archaeoglobales"	" ArchaeoglobalesOR"	" ArchaeoglobalesOR"	" ArchaeoglobalesOR"	""
"1817"	"NxrB_Root; Archaea; Euryarchaeota; Archaeoglobi; Archaeoglobales; Archaeoglobaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	" Archaea"	" Euryarchaeota"	" Archaeoglobi"	" Archaeoglobales"	" Archaeoglobaceae"	" ArchaeoglobaceaeFA"	" ArchaeoglobaceaeFA"	""
"1818"	"NxrB_Root; Archaea; Euryarchaeota; Archaeoglobi; Archaeoglobales; Archaeoglobaceae; Ferroglobus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	" Archaea"	" Euryarchaeota"	" Archaeoglobi"	" Archaeoglobales"	" Archaeoglobaceae"	" Ferroglobus"	" FerroglobusGE"	""
"1819"	"NxrB_Root; Archaea; Euryarchaeota; Halobacteria"	3	1	3	1	2	1	1	3	1	3	1	1	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	1	1	1	0	1	1	3	5	0	0	1	1	2	0	1	0	0	0	1	0	1	1	8	0	2	1	2	3	2	3	3	3	3	1	2	3	1	1	3	1	1	1	0	1	1	0	0	0	0	0	5	1	2	2	0	0	0	5	2	4	1	1	0	1	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	1	0	1	0	3	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	" Archaea"	" Euryarchaeota"	" Halobacteria"	" HalobacteriaCL"	" HalobacteriaCL"	" HalobacteriaCL"	" HalobacteriaCL"	""
"1820"	"NxrB_Root; Archaea; Euryarchaeota; Halobacteria; Halobacteriales"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	" Archaea"	" Euryarchaeota"	" Halobacteria"	" Halobacteriales"	" HalobacterialesOR"	" HalobacterialesOR"	" HalobacterialesOR"	""
"1821"	"NxrB_Root; Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Haloarculaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	" Archaea"	" Euryarchaeota"	" Halobacteria"	" Halobacteriales"	" Haloarculaceae"	" HaloarculaceaeFA"	" HaloarculaceaeFA"	""
"1822"	"NxrB_Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales"	3	1	1	1	1	0	1	1	1	0	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	" Archaea"	" Euryarchaeota"	" Halobacteria"	" Natrialbales"	" NatrialbalesOR"	" NatrialbalesOR"	" NatrialbalesOR"	""
"1823"	"NxrB_Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae"	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	" Archaea"	" Euryarchaeota"	" Halobacteria"	" Natrialbales"	" Natrialbaceae"	" NatrialbaceaeFA"	" NatrialbaceaeFA"	""
"1824"	"NxrB_Root; Archaea; Euryarchaeota; Methanomicrobia"	1	2	0	1	0	2	2	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	2	0	0	0	0	1	0	0	2	0	0	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	" Archaea"	" Euryarchaeota"	" Methanomicrobia"	" MethanomicrobiaCL"	" MethanomicrobiaCL"	" MethanomicrobiaCL"	" MethanomicrobiaCL"	""
"1825"	"NxrB_Root; Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales"	1	2	1	1	0	4	2	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	3	0	0	0	0	0	0	2	2	0	1	0	1	0	1	0	0	0	1	1	3	1	0	1	1	1	3	0	1	0	1	2	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	" Archaea"	" Euryarchaeota"	" Methanomicrobia"	" Methanosarcinales"	" MethanosarcinalesOR"	" MethanosarcinalesOR"	" MethanosarcinalesOR"	""
"1826"	"NxrB_Root; Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Candidatus Methanoperedenaceae"	2	1	4	2	2	0	2	1	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	2	0	1	0	2	0	2	0	1	0	2	2	1	2	0	0	2	0	1	1	0	2	0	0	2	2	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	2	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	" Archaea"	" Euryarchaeota"	" Methanomicrobia"	" Methanosarcinales"	" Candidatus Methanoperedenaceae"	" Candidatus MethanoperedenaceaeFA"	" Candidatus MethanoperedenaceaeFA"	""
"1827"	"NxrB_Root; Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Candidatus Methanoperedenaceae; Candidatus Methanoperedens"	0	1	3	0	0	0	0	3	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	" Archaea"	" Euryarchaeota"	" Methanomicrobia"	" Methanosarcinales"	" Candidatus Methanoperedenaceae"	" Candidatus Methanoperedens"	" Candidatus MethanoperedensGE"	""
"1829"	"NxrB_Root; Bacteria; Actinobacteria"	1	2	1	1	1	1	1	2	5	2	1	0	2	1	0	2	2	2	2	1	1	7	0	2	6	0	3	1	4	5	12	9	12	7	10	11	6	13	7	9	16	14	16	4	30	2	20	7	17	16	19	0	0	0	2	1	1	0	2	0	1	2	0	0	0	0	1	0	0	0	0	0	1	1	0	1	8	0	0	1	3	0	3	1	2	0	1	1	0	0	0	0	0	2	0	0	2	1	3	1	0	3	2	8	11	0	0	0	0	0	0	0	0	1	0	0	0	1	2	3	4	3	10	0	0	0	0	3	0	0	0	0	5	1	5	2	2	" Bacteria"	" Actinobacteria"	" ActinobacteriaPH"	" ActinobacteriaPH"	" ActinobacteriaPH"	" ActinobacteriaPH"	" ActinobacteriaPH"	""
"1830"	"NxrB_Root; Bacteria; Actinobacteria; Actinobacteria"	3	3	4	2	5	1	5	1	3	4	3	2	1	6	0	11	7	8	7	2	1	9	3	3	16	2	10	3	13	24	21	21	18	25	14	20	18	9	62	15	33	27	44	15	36	5	36	16	42	23	31	1	2	0	0	4	1	3	2	1	0	1	0	5	9	2	8	6	0	1	4	1	1	6	5	1	9	19	5	3	5	5	3	4	4	6	3	3	1	0	0	0	4	1	2	0	4	3	4	1	1	1	5	23	13	2	8	3	0	2	3	1	0	2	0	5	5	2	3	4	1	5	3	3	1	2	3	7	0	2	1	2	4	1	5	5	4	" Bacteria"	" Actinobacteria"	" Actinobacteria"	" ActinobacteriaCL"	" ActinobacteriaCL"	" ActinobacteriaCL"	" ActinobacteriaCL"	""
"1831"	"NxrB_Root; Bacteria; Actinobacteria; Actinobacteria; Actinomycetales"	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	3	1	1	2	0	1	0	3	0	0	0	2	0	4	2	1	0	2	0	2	2	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	" Bacteria"	" Actinobacteria"	" Actinobacteria"	" Actinomycetales"	" ActinomycetalesOR"	" ActinomycetalesOR"	" ActinomycetalesOR"	""
"1832"	"NxrB_Root; Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Actinomycetaceae"	0	0	0	2	0	1	0	1	1	0	0	2	0	0	0	1	1	0	3	0	0	0	0	0	2	0	3	1	2	3	3	3	3	3	1	2	3	2	0	1	3	3	1	3	3	0	1	4	7	4	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	" Bacteria"	" Actinobacteria"	" Actinobacteria"	" Actinomycetales"	" Actinomycetaceae"	" ActinomycetaceaeFA"	" ActinomycetaceaeFA"	""
"1833"	"NxrB_Root; Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Actinomycetaceae; Actinomyces"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	" Bacteria"	" Actinobacteria"	" Actinobacteria"	" Actinomycetales"	" Actinomycetaceae"	" Actinomyces"	" ActinomycesGE"	""
"1834"	"NxrB_Root; Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Actinomycetaceae; Mobiluncus"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	" Bacteria"	" Actinobacteria"	" Actinobacteria"	" Actinomycetales"	" Actinomycetaceae"	" Mobiluncus"	" MobiluncusGE"	""
"1835"	"NxrB_Root; Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales"	3	0	1	0	0	0	2	0	2	2	0	1	3	2	1	4	5	4	1	0	1	3	0	0	5	0	4	1	3	6	1	3	7	6	3	3	1	1	2	3	10	2	11	6	14	1	12	2	9	6	5	0	0	0	0	2	1	2	3	0	0	1	0	1	1	1	1	1	0	3	2	3	1	1	5	0	4	7	0	3	1	2	1	3	0	0	2	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	9	11	0	2	0	0	3	1	1	0	0	3	3	1	3	3	0	0	1	0	0	1	1	2	0	0	2	0	0	3	0	0	8	1	" Bacteria"	" Actinobacteria"	" Actinobacteria"	" Corynebacteriales"	" CorynebacterialesOR"	" CorynebacterialesOR"	" CorynebacterialesOR"	""
"1836"	"NxrB_Root; Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	" Bacteria"	" Actinobacteria"	" Actinobacteria"	" Corynebacteriales"	" Corynebacteriaceae"	" CorynebacteriaceaeFA"	" CorynebacteriaceaeFA"	""
"1837"	"NxrB_Root; Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	" Bacteria"	" Actinobacteria"	" Actinobacteria"	" Corynebacteriales"	" Corynebacteriaceae"	" Corynebacterium"	" CorynebacteriumGE"	""
"1838"	"NxrB_Root; Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Dietziaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	" Bacteria"	" Actinobacteria"	" Actinobacteria"	" Corynebacteriales"	" Dietziaceae"	" DietziaceaeFA"	" DietziaceaeFA"	""
"1839"	"NxrB_Root; Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Dietziaceae; Dietzia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	" Bacteria"	" Actinobacteria"	" Actinobacteria"	" Corynebacteriales"	" Dietziaceae"	" Dietzia"	" DietziaGE"	""
"1840"	"NxrB_Root; Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Dietziaceae; Dietzia; Dietzia cinnamea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	" Bacteria"	" Actinobacteria"	" Actinobacteria"	" Corynebacteriales"	" Dietziaceae"	" Dietzia"	" Dietzia cinnamea"	" Dietzia cinnamea"
"1841"	"NxrB_Root; Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Gordoniaceae"	0	0	0	0	0	0	1	0	3	0	0	0	2	1	0	0	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	1	2	2	2	1	0	1	3	3	1	1	3	0	2	2	3	0	4	0	2	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	5	2	1	0	1	1	1	0	1	0	0	5	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	2	" Bacteria"	" Actinobacteria"	" Actinobacteria"	" Corynebacteriales"	" Gordoniaceae"	" GordoniaceaeFA"	" GordoniaceaeFA"	""
"1842"	"NxrB_Root; Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Gordoniaceae; Gordonia"	1	0	1	0	1	0	2	0	1	0	1	0	0	1	0	1	1	0	2	0	0	0	0	2	0	0	0	0	0	2	0	0	0	1	1	1	0	0	1	0	0	1	1	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	3	1	1	2	0	1	1	0	1	0	0	1	2	4	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	3	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	" Bacteria"	" Actinobacteria"	" Actinobacteria"	" Corynebacteriales"	" Gordoniaceae"	" Gordonia"	" GordoniaGE"	""
"1843"	"NxrB_Root; Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae"	2	0	0	0	0	0	2	2	0	2	2	0	1	1	2	1	4	3	2	0	0	5	1	2	2	0	1	1	0	3	5	3	4	1	2	3	2	6	3	1	5	5	8	4	16	0	3	3	4	5	3	0	1	0	0	1	1	1	0	0	0	0	0	2	3	1	1	3	1	0	0	0	0	0	2	0	2	3	1	0	1	1	2	0	0	2	1	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	" Bacteria"	" Actinobacteria"	" Actinobacteria"	" Corynebacteriales"	" Mycobacteriaceae"	" MycobacteriaceaeFA"	" MycobacteriaceaeFA"	""
"1844"	"NxrB_Root; Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Hoyosella"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	" Bacteria"	" Actinobacteria"	" Actinobacteria"	" Corynebacteriales"	" Mycobacteriaceae"	" Hoyosella"	" HoyosellaGE"	""
